CUST_ID|NO_OF_CARDS_PURCHASES|NO_OF_CREDIT_CARDS_TRANSACTIONS|NO_OF_DEBIT_CARDS_TRANSACTIONS|NO_OF_TELLER_TRANSACTIONS|NO_OF_ATM_TRANSACTIONS|NO_OF_INTERNATIONAL_CARDS_TRANSACTIONS|NO_OF_INTERNATIONAL_ATM_TRANSACTIONS|NO_OF_E_TRANSACTIONS|VALUE_OF_CARDS_PURCHASES|VALUE_OF_CREDIT_CARDS_TRANSACTIONS|VALUE_OF_DEBIT_CARDS_TRANSACTIONS|VALUE_OF_INTERNATIONAL_CARDS_TRANSACTIONS|VALUE_OF_INTERNATIONAL_ATM_TRANSACTIONS
53740|113|0|115|243|116|4|0|0|4255.420000|0.000000|4431.920000|157.670000|0.000000
53806|63|0|63|59|0|0|0|1|2606.790000|0.000000|2606.790000|0.000000|0.000000
53873||||4|0|0|0|0||||0.000000|0.000000
53944|5|0|13|0|4|9|4|0|193.590000|0.000000|678.630000|436.810000|241.820000
54004|31|0|32|1|0|22|0|0|3625.900000|0.000000|3922.280000|1547.450000|0.000000
54053||||3|0|0|0|8||||0.000000|0.000000
54112||||45|1|0|0|0||||0.000000|0.000000
54180|26|0|26|18|0|13|0|13|3486.160000|0.000000|3486.160000|1480.440000|0.000000
54235||||1|0|0|0|0||||0.000000|0.000000
54336|||||||||||||
54375|8|0|8|5|0|8|0|0|470.870000|0.000000|470.870000|470.870000|0.000000
54427|19|0|26|2|7|16|4|0|1807.650000|0.000000|2361.380000|1610.560000|388.130000
54448||||34|0|0|0|0||||0.000000|0.000000
54529|55|0|55|51|66|0|0|101|1259.290000|0.000000|1259.290000|0.000000|0.000000
54579|9|0|9|40|50|0|0|0|153.950000|0.000000|153.950000|0.000000|0.000000
54646|||||||||||||
54669|10|0|12|0|1|9|1|0|616.020000|0.000000|694.920000|533.650000|42.710000
54743||||4|0|0|0|0||||0.000000|0.000000
54792|9|0|9|0|0|0|0|0|732.740000|0.000000|732.740000|0.000000|0.000000
54922|||||||||||||
55006||||6|0|0|0|2||||0.000000|0.000000
55084||||2|0|0|0|0||||0.000000|0.000000
55134||||1|0|0|0|0||||0.000000|0.000000
55192|||||||||||||
55241||||13|0|0|0|0||||0.000000|0.000000
55328||||3|0|0|0|0||||0.000000|0.000000
55394|||||||||||||
55457||||15|0|0|0|0||||0.000000|0.000000
55489|25|0|25|2|0|0|0|0|446.230000|0.000000|446.230000|0.000000|0.000000
55539||||15|1|0|0|0||||0.000000|0.000000
55595||||28|0|0|0|0||||0.000000|0.000000
55671|19|0|19|271|82|0|0|10|1500.370000|0.000000|1500.370000|0.000000|0.000000
55740|54|0|54|82|77|0|0|0|774.390000|0.000000|774.390000|0.000000|0.000000
55793|5|0|5|6|0|0|0|0|89.800000|0.000000|89.800000|0.000000|0.000000
55839|||||||||||||
55903|34|0|50|0|13|33|13|0|2541.000000|0.000000|3610.080000|2526.420000|825.870000
55970|2|2|0|0|0|0|0|0|138.000000|138.000000|0.000000|0.000000|0.000000
56028|8|8|0|26|4|0|0|0|300.420000|300.420000|0.000000|0.000000|0.000000
56098|||||||||||||
56154|13|0|13|44|53|8|0|0|1344.310000|0.000000|1344.310000|662.440000|0.000000
56212|1|1|0|40|30|0|0|0|1000.000000|1000.000000|0.000000|0.000000|0.000000
56294|||||||||||||
56351|1|0|2|0|0|1|0|0|1035.490000|0.000000|1085.990000|50.500000|0.000000
56406|112|0|113|34|4|100|0|17|3219.250000|0.000000|3243.060000|2627.740000|0.000000
56475|65|0|68|95|11|14|1|0|2872.370000|0.000000|3357.240000|400.510000|118.290000
56512|13|0|14|0|0|14|0|0|2100.980000|0.000000|2421.040000|2421.040000|0.000000
56548||||69|0|0|0|0||||0.000000|0.000000
56614|2|0|2|0|1|0|0|0|14.750000|0.000000|14.750000|0.000000|0.000000
56681|||||||||||||
56703|156|0|162|140|0|135|0|0|31828.330000|0.000000|42388.400000|35137.100000|0.000000
56747|||||||||||||
56796||||40|28|0|0|0||||0.000000|0.000000
56845|112|25|96|13|53|21|2|128|2632.660000|626.260000|3482.950000|2003.830000|117.520000
56899|50|0|77|11|41|0|0|0|724.990000|0.000000|1284.990000|0.000000|0.000000
56965|18|0|18|93|4|2|0|0|691.350000|0.000000|691.350000|26.940000|0.000000
57008|68|0|69|0|0|65|0|0|4740.400000|0.000000|4743.050000|4450.220000|0.000000
57029||||4|0|0|0|0||||0.000000|0.000000
57088|24|0|24|22|0|0|0|0|152.450000|0.000000|152.450000|0.000000|0.000000
57137||||33|0|0|0|0||||0.000000|0.000000
57165|1|0|1|0|0|1|0|0|1503.020000|0.000000|1503.020000|1503.020000|0.000000
57219|78|0|78|86|20|0|0|0|2294.140000|0.000000|2294.140000|0.000000|0.000000
57281|23|0|43|11|17|24|17|20|877.070000|0.000000|2248.420000|1230.800000|668.410000
57337|12|0|12|48|8|0|0|0|264.250000|0.000000|264.250000|0.000000|0.000000
57396|3|0|3|0|0|3|0|0|456.470000|0.000000|456.470000|456.470000|0.000000
57435|129|0|140|44|8|110|6|84|4475.550000|0.000000|6581.510000|5050.210000|856.210000
57461|67|0|85|55|0|80|0|0|4916.790000|0.000000|16690.810000|15936.880000|0.000000
57484|45|45|1|78|19|5|0|0|2095.090000|2095.090000|50.000000|127.950000|0.000000
57544|13|0|13|72|18|0|0|0|455.550000|0.000000|455.550000|0.000000|0.000000
57597|||||||||||||
57672|31|0|37|0|5|19|5|0|3061.300000|0.000000|3827.820000|2150.410000|672.350000
57719|48|0|48|12|37|0|0|0|1348.170000|0.000000|1348.170000|0.000000|0.000000
57775|2|0|2|0|0|0|0|0|71.010000|0.000000|71.010000|0.000000|0.000000
57844||||45|54|0|0|0||||0.000000|0.000000
57903||||16|0|0|0|0||||0.000000|0.000000
57965|2|0|4|37|2|0|0|0|9.780000|0.000000|129.780000|0.000000|0.000000
58060|||||||||||||
58095||||44|0|0|0|1||||0.000000|0.000000
58163|17|0|21|1|3|16|3|0|3221.040000|0.000000|3783.240000|3116.920000|382.260000
58274|||||||||||||
58328||||11|0|0|0|0||||0.000000|0.000000
58427|77|77|0|76|0|33|0|0|6307.320000|6307.320000|0.000000|2976.340000|0.000000
58478|4|0|8|2|0|2|0|125|1813.940000|0.000000|2121.940000|1336.420000|0.000000
58534|1|0|1|7|40|0|0|0|34.210000|0.000000|34.210000|0.000000|0.000000
58585||||1|0|0|0|0||||0.000000|0.000000
58640|17|19|0|13|3|4|0|0|2448.350000|2753.570000|0.000000|130.740000|0.000000
58682|2|0|2|0|0|2|0|107|1114.500000|0.000000|1114.500000|1114.500000|0.000000
58721|||||||||||||
58776|||||||||||||
58807|||||||||||||
58844|56|22|34|135|45|6|0|1|2881.750000|2010.960000|870.790000|131.020000|0.000000
58887||||1|0|0|0|0||||0.000000|0.000000
58924|||||||||||||
58961||||22|0|0|0|0||||0.000000|0.000000
59000|59|0|59|26|45|17|0|18|2043.430000|0.000000|2043.430000|622.780000|0.000000
59035|||||||||||||
59083|25|0|31|33|25|7|0|90|489.050000|0.000000|741.940000|154.820000|0.000000
59128||||5|0|0|0|0||||0.000000|0.000000
59209|||||||||||||
59267||||0|0|0|0|12||||0.000000|0.000000
59313|19|0|19|0|18|0|0|0|878.230000|0.000000|878.230000|0.000000|0.000000
59366||||0|0|0|0|9||||0.000000|0.000000
59425|23|23|0|78|0|5|0|0|3934.470000|3934.470000|0.000000|1319.750000|0.000000
59453||||1|0|0|0|0||||0.000000|0.000000
59484|97|97|0|0|0|0|0|0|3074.180000|3074.180000|0.000000|0.000000|0.000000
59523||||25|0|0|0|0||||0.000000|0.000000
59574|72|0|73|94|0|49|0|0|3138.480000|0.000000|3435.670000|2645.700000|0.000000
59627||||11|23|0|0|0||||0.000000|0.000000
59670|17|0|17|5|0|0|0|47|472.720000|0.000000|472.720000|0.000000|0.000000
59758|1|0|1|46|0|0|0|0|64.770000|0.000000|64.770000|0.000000|0.000000
59818|25|0|25|117|104|0|0|0|1477.320000|0.000000|1477.320000|0.000000|0.000000
59875|36|8|31|15|16|0|0|0|1116.520000|456.780000|789.740000|0.000000|0.000000
59909|61|0|62|0|183|5|0|0|5668.010000|0.000000|5868.010000|539.690000|0.000000
59941||||25|0|0|0|0||||0.000000|0.000000
59988|17|0|17|15|3|0|0|0|1575.970000|0.000000|1575.970000|0.000000|0.000000
60010|3|0|4|11|8|0|0|0|456.000000|0.000000|556.000000|0.000000|0.000000
60054||||2|16|0|0|0||||0.000000|0.000000
60119||||3|0|0|0|0||||0.000000|0.000000
60176|1|0|1|68|0|1|0|5|248.260000|0.000000|248.260000|248.260000|0.000000
60230|4|0|5|0|20|0|0|0|137.520000|0.000000|227.520000|0.000000|0.000000
60273|1|0|1|6|0|0|0|0|20.000000|0.000000|20.000000|0.000000|0.000000
60324|21|0|23|11|0|21|0|109|938.470000|0.000000|991.600000|881.640000|0.000000
60369|0|0|2|2|18|0|2|0|0.000000|0.000000|211.480000|0.000000|211.480000
60404|7|0|7|11|0|7|0|0|572.280000|0.000000|572.280000|572.280000|0.000000
60451|14|0|15|2|0|15|0|0|6758.540000|0.000000|6982.310000|6982.310000|0.000000
60486|33|0|34|4|8|0|0|40|2370.700000|0.000000|2390.700000|0.000000|0.000000
60514|5|0|6|24|0|6|0|74|4393.410000|0.000000|6144.480000|6144.480000|0.000000
60637||||12|9|0|0|0||||0.000000|0.000000
60676||||18|0|0|0|0||||0.000000|0.000000
60728||||129|1|0|0|0||||0.000000|0.000000
60798|17|0|17|2|19|0|0|0|1306.630000|0.000000|1306.630000|0.000000|0.000000
60850||||47|2|0|0|0||||0.000000|0.000000
60884|5|5|0|0|0|3|0|0|188.430000|188.430000|0.000000|93.430000|0.000000
60934|||||||||||||
61005|||||||||||||
61048|14|0|14|12|0|13|0|3|673.680000|0.000000|673.680000|627.960000|0.000000
61111||||2|0|0|0|0||||0.000000|0.000000
61151||||2|0|0|0|0||||0.000000|0.000000
61187|200|203|0|0|0|146|0|0|14414.200000|14736.790000|0.000000|12236.570000|0.000000
61256|15|0|15|0|0|10|0|0|2950.960000|0.000000|2950.960000|1670.260000|0.000000
61306|6|0|6|15|0|0|0|0|312.940000|0.000000|312.940000|0.000000|0.000000
61367||||14|0|0|0|0||||0.000000|0.000000
61493|||||||||||||
61559|0|0|7|2|5|0|5|0|0.000000|0.000000|162.430000|0.000000|95.290000
61610|28|28|0|29|27|0|0|0|871.870000|871.870000|0.000000|0.000000|0.000000
61690|||||||||||||
61732||||3|17|0|0|0||||0.000000|0.000000
61780||||35|0|0|0|6||||0.000000|0.000000
61798||||40|0|0|0|0||||0.000000|0.000000
61821|||||||||||||
61864|12|0|12|64|37|0|0|0|125.200000|0.000000|125.200000|0.000000|0.000000
61939|48|0|48|8|35|0|0|0|1989.620000|0.000000|1989.620000|0.000000|0.000000
61993|16|0|16|45|19|0|0|0|340.420000|0.000000|340.420000|0.000000|0.000000
62053|24|0|24|6|0|22|0|0|1551.850000|0.000000|1551.850000|1432.070000|0.000000
62111|12|0|13|81|0|1|0|0|4584.550000|0.000000|4728.250000|143.700000|0.000000
62168|||||||||||||
62222|277|277|0|176|44|71|0|0|9781.480000|9781.480000|0.000000|3502.100000|0.000000
62278|87|87|0|33|62|0|0|0|2665.700000|2665.700000|0.000000|0.000000|0.000000
62352|25|0|25|20|42|0|0|0|2860.620000|0.000000|2860.620000|0.000000|0.000000
62392|0|0|1|0|0|0|0|0|0.000000|0.000000|1112.330000|0.000000|0.000000
62418|3|0|4|87|8|2|0|0|361.540000|0.000000|411.540000|307.040000|0.000000
62451||||3|0|0|0|0||||0.000000|0.000000
62523|1|0|1|39|47|0|0|0|51.750000|0.000000|51.750000|0.000000|0.000000
62565|4|0|4|16|0|4|0|0|784.660000|0.000000|784.660000|784.660000|0.000000
62617|11|5|6|36|47|4|0|0|479.960000|418.630000|61.330000|264.480000|0.000000
62652|6|0|6|47|5|0|0|0|330.340000|0.000000|330.340000|0.000000|0.000000
62708|1|0|1|20|0|0|0|0|56.900000|0.000000|56.900000|0.000000|0.000000
62746|45|0|52|0|5|41|5|0|3048.810000|0.000000|3394.510000|2828.820000|302.220000
62798|25|0|28|33|32|0|0|0|944.290000|0.000000|1174.290000|0.000000|0.000000
62856|1|0|3|30|0|0|0|0|72.000000|0.000000|272.000000|0.000000|0.000000
62907|11|0|23|17|44|0|0|0|123.770000|0.000000|443.770000|0.000000|0.000000
62970|31|0|63|27|25|29|25|79|751.640000|0.000000|5385.030000|1138.700000|3644.960000
62993||||34|0|0|0|0||||0.000000|0.000000
63067|8|0|8|7|17|0|0|0|204.150000|0.000000|204.150000|0.000000|0.000000
63095||||1|0|0|0|0||||0.000000|0.000000
63137|3|0|3|11|7|0|0|0|108.140000|0.000000|108.140000|0.000000|0.000000
63210|38|0|38|81|0|0|0|12|2188.990000|0.000000|2188.990000|0.000000|0.000000
63264||||11|7|0|0|0||||0.000000|0.000000
63303||||11|0|0|0|0||||0.000000|0.000000
63367|1|5|0|20|4|1|4|0|22.960000|637.580000|0.000000|22.960000|614.620000
63428||||24|0|0|0|0||||0.000000|0.000000
63477||||4|0|0|0|0||||0.000000|0.000000
63522|4|0|19|29|60|0|0|0|361.840000|0.000000|1201.840000|0.000000|0.000000
63553|2|0|2|6|0|0|0|0|38.570000|0.000000|38.570000|0.000000|0.000000
63616||||42|0|0|0|0||||0.000000|0.000000
63660|39|22|25|5|7|31|7|0|1143.780000|730.130000|623.190000|891.940000|197.570000
63719|5|0|5|125|30|0|0|0|136.120000|0.000000|136.120000|0.000000|0.000000
63795|35|0|35|29|11|0|0|0|566.340000|0.000000|566.340000|0.000000|0.000000
63857||||21|51|0|0|0||||0.000000|0.000000
63912|13|0|13|0|0|13|0|0|344.930000|0.000000|344.930000|344.930000|0.000000
63991||||2|0|0|0|0||||0.000000|0.000000
64049||||37|0|0|0|0||||0.000000|0.000000
64141|31|33|0|3|4|3|1|0|1617.230000|1802.030000|0.000000|210.960000|84.800000
64226||||1|0|3|0|0||||79.600000|0.000000
64282||||43|213|0|0|11||||0.000000|0.000000
64349|17|0|17|19|0|14|0|126|1800.610000|0.000000|1800.610000|1553.970000|0.000000
64427||||1|0|0|0|0||||0.000000|0.000000
64472||||30|3|0|0|0||||0.000000|0.000000
64502||||27|0|0|0|0||||0.000000|0.000000
64562|2|0|25|1|16|2|16|30|23.340000|0.000000|1427.650000|23.340000|984.730000
64590||||33|0|0|0|0||||0.000000|0.000000
64661|80|0|80|94|56|0|0|0|3802.650000|0.000000|3802.650000|0.000000|0.000000
64721|26|0|26|139|27|0|0|0|779.380000|0.000000|779.380000|0.000000|0.000000
64799|||||||||||||
64930|8|0|8|88|0|0|0|0|286.810000|0.000000|286.810000|0.000000|0.000000
65020|117|0|118|10|74|0|0|0|5893.770000|0.000000|5943.770000|0.000000|0.000000
65094|12|0|12|46|34|0|0|0|653.420000|0.000000|653.420000|0.000000|0.000000
65149|16|0|16|14|13|0|0|0|942.170000|0.000000|942.170000|0.000000|0.000000
65232|16|0|16|138|0|0|0|0|506.400000|0.000000|506.400000|0.000000|0.000000
65314|143|0|143|4|29|2|0|0|2311.070000|0.000000|2311.070000|6.890000|0.000000
65390||||23|0|0|0|975||||0.000000|0.000000
65461|||||||||||||
65486|9|0|9|51|0|0|0|0|167.600000|0.000000|167.600000|0.000000|0.000000
65536|3|0|3|22|5|0|0|0|120.000000|0.000000|120.000000|0.000000|0.000000
65570|6|0|6|1|0|3|0|0|707.260000|0.000000|707.260000|573.080000|0.000000
65602|187|0|213|30|17|171|17|182|20160.780000|0.000000|25821.480000|16292.430000|3630.360000
65625|36|0|50|113|20|10|10|210|1145.640000|0.000000|2280.160000|285.840000|855.320000
65651|5|0|6|3|2|0|0|0|249.000000|0.000000|259.000000|0.000000|0.000000
65703|49|0|49|18|0|25|0|0|1787.620000|0.000000|1787.620000|861.010000|0.000000
65796|33|0|33|2|7|0|0|222|788.680000|0.000000|788.680000|0.000000|0.000000
65837||||18|0|0|0|0||||0.000000|0.000000
65917||||0|0|0|0|0||||0.000000|0.000000
65983|1|0|3|2|2|0|0|0|21.350000|0.000000|321.350000|0.000000|0.000000
66017|||||||||||||
66046||||2|0|0|0|0||||0.000000|0.000000
66087|59|0|60|23|30|6|0|1|1992.570000|0.000000|2032.570000|453.010000|0.000000
66147|12|0|12|0|0|12|0|45|247.870000|0.000000|247.870000|247.870000|0.000000
66193||||34|0|0|0|0||||0.000000|0.000000
66227|3|3|0|1|0|0|0|0|91.950000|91.950000|0.000000|0.000000|0.000000
66269|73|0|73|15|9|0|0|70|1157.660000|0.000000|1157.660000|0.000000|0.000000
66312||||1|4|0|0|0||||0.000000|0.000000
66358|70|0|83|23|69|30|5|0|2162.230000|0.000000|3078.160000|945.820000|300.040000
66421|0|0|1|27|0|0|0|0|0.000000|0.000000|200.000000|0.000000|0.000000
66452|60|0|61|21|68|0|0|0|1469.200000|0.000000|1519.200000|0.000000|0.000000
66528|3|0|3|3|5|0|0|0|92.280000|0.000000|92.280000|0.000000|0.000000
66605|20|0|20|2|1|14|0|4|2467.040000|0.000000|2467.040000|1624.170000|0.000000
66660|7|0|7|47|19|0|0|0|657.110000|0.000000|657.110000|0.000000|0.000000
66692|1|1|0|5|0|1|0|0|54.610000|54.610000|0.000000|293.310000|0.000000
66751||||32|0|0|0|0||||0.000000|0.000000
66802|7|0|7|0|0|7|0|0|222.160000|0.000000|222.160000|222.160000|0.000000
66863||||50|0|0|0|0||||0.000000|0.000000
66917|31|0|31|10|22|0|0|0|1311.760000|0.000000|1311.760000|0.000000|0.000000
66964|43|0|48|0|3|32|3|0|1592.320000|0.000000|1958.230000|1001.720000|223.490000
66993|34|0|34|27|0|0|0|0|762.720000|0.000000|762.720000|0.000000|0.000000
67067||||1|0|0|0|0||||0.000000|0.000000
67141|77|0|92|28|37|0|0|0|3099.810000|0.000000|4969.810000|0.000000|0.000000
67167|5|0|5|0|0|5|0|0|171.000000|0.000000|171.000000|171.000000|0.000000
67241|13|0|13|15|11|0|0|0|105.630000|0.000000|105.630000|0.000000|0.000000
67285||||18|0|0|0|0||||0.000000|0.000000
67327|83|148|0|3|45|89|45|0|23625.200000|42684.270000|0.000000|25008.120000|15454.660000
67359|41|0|41|3|19|0|0|144|1504.880000|0.000000|1504.880000|0.000000|0.000000
67392|||||||||||||
67411|4|0|5|45|2|0|0|0|182.490000|0.000000|282.490000|0.000000|0.000000
67455|||||||||||||
67505||||146|0|0|0|0||||0.000000|0.000000
67545||||73|21|0|0|0||||0.000000|0.000000
67581||||20|0|0|0|0||||0.000000|0.000000
67636|28|0|48|0|50|0|0|0|2384.010000|0.000000|5094.010000|0.000000|0.000000
67700||||171|34|0|0|0||||0.000000|0.000000
67756|||||||||||||
67779|2|0|2|20|1|0|0|50|135.500000|0.000000|135.500000|0.000000|0.000000
67800|7|0|7|3|0|0|0|0|157.240000|0.000000|157.240000|0.000000|0.000000
67844|20|0|21|21|12|0|0|0|514.860000|0.000000|526.910000|0.000000|0.000000
67874||||73|42|0|0|0||||0.000000|0.000000
67896|25|0|27|102|0|6|0|0|4646.040000|0.000000|4996.040000|633.250000|0.000000
67919|18|0|21|0|3|18|3|0|567.410000|0.000000|894.320000|567.410000|326.910000
67978||||1|0|0|0|0||||0.000000|0.000000
68012|61|0|61|5|44|0|0|0|3793.320000|0.000000|3793.320000|0.000000|0.000000
68039|7|0|7|11|42|0|0|0|438.780000|0.000000|438.780000|0.000000|0.000000
68061|3|0|3|76|18|0|0|0|60.250000|0.000000|60.250000|0.000000|0.000000
68100|25|0|27|108|11|0|0|0|293.090000|0.000000|423.090000|0.000000|0.000000
68131|6|0|7|34|6|0|0|0|194.430000|0.000000|294.430000|0.000000|0.000000
68152|10|0|10|4|0|10|0|0|7319.200000|0.000000|7319.200000|7319.200000|0.000000
68178|||||||||||||
68213||||23|28|0|0|0||||0.000000|0.000000
68245||||26|0|0|0|0||||0.000000|0.000000
68278|1|0|1|0|1|0|0|0|15.000000|0.000000|15.000000|0.000000|0.000000
68321|21|20|1|21|0|0|0|0|745.850000|708.550000|37.300000|0.000000|0.000000
68356|||||||||||||
68388|127|0|127|0|44|0|0|0|2560.460000|0.000000|2560.460000|0.000000|0.000000
68448|62|0|63|0|1|3|0|0|2659.280000|0.000000|2696.940000|82.170000|0.000000
68482||||10|0|0|0|0||||0.000000|0.000000
68503||||2|0|0|0|0||||0.000000|0.000000
68555||||9|2|0|0|0||||0.000000|0.000000
68593|6|0|6|2|7|0|0|0|330.810000|0.000000|330.810000|0.000000|0.000000
68624|48|0|49|90|3|46|0|0|1219.340000|0.000000|1234.160000|993.340000|0.000000
68638|58|0|61|146|21|0|0|94|761.960000|0.000000|881.960000|0.000000|0.000000
68661|17|17|0|2|0|0|0|0|758.780000|758.780000|0.000000|0.000000|0.000000
68691||||0|0|0|0|5||||0.000000|0.000000
68711||||8|0|0|0|0||||0.000000|0.000000
68744|0|0|6|21|21|0|0|5|0.000000|0.000000|420.000000|0.000000|0.000000
68762||||35|0|0|0|0||||0.000000|0.000000
68791|55|0|56|0|0|45|0|0|4498.430000|0.000000|4668.410000|3695.900000|0.000000
68818|||||||||||||
68837|1|1|0||||||42.800000|42.800000|0.000000||
68862|||||||||||||
68892|18|0|18|4|0|5|0|0|2618.060000|0.000000|2618.060000|1016.450000|0.000000
68917|20|0|20|53|49|0|0|0|1061.750000|0.000000|1061.750000|0.000000|0.000000
68945||||0|0|0|0|0||||0.000000|0.000000
69004||||10|0|0|0|0||||0.000000|0.000000
69048||||3|0|0|0|0||||0.000000|0.000000
69070||||4|0|0|0|0||||0.000000|0.000000
69091||||3|0|0|0|0||||0.000000|0.000000
69133||||4|0|0|0|0||||0.000000|0.000000
69165|3|0|26|3|8|15|8|0|141.000000|0.000000|1642.860000|1168.430000|337.090000
69193|3|0|3|0|0|0|0|0|139.330000|0.000000|139.330000|0.000000|0.000000
69227|172|0|179|6|0|154|0|0|18809.990000|0.000000|20583.420000|14809.520000|0.000000
69269|||||||||||||
69323|12|0|12|1|0|11|0|96|2018.440000|0.000000|2018.440000|1878.520000|0.000000
69356||||61|0|0|0|0||||0.000000|0.000000
69391|||||||||||||
69447|89|0|117|161|47|23|9|0|2094.180000|0.000000|3516.440000|468.470000|301.890000
69472||||1|0|0|0|0||||0.000000|0.000000
69514|36|16|34|55|80|15|5|9|2110.030000|608.750000|3891.810000|1557.420000|839.080000
69563|56|0|63|189|25|21|4|82|2143.010000|0.000000|2500.700000|749.310000|189.060000
69591|36|0|39|133|14|17|0|11|1536.840000|0.000000|1791.220000|1007.890000|0.000000
69621||||67|0|0|0|0||||0.000000|0.000000
69662|71|0|73|113|28|14|0|0|3471.750000|0.000000|3671.220000|1291.910000|0.000000
69713|||||||||||||
69730|0|0|8|8|9|0|0|0|0.000000|0.000000|110.000000|0.000000|0.000000
69780|36|36|0|202|0|0|0|0|2925.810000|2925.810000|0.000000|0.000000|0.000000
69856||||40|0|0|0|0||||0.000000|0.000000
69891|11|0|17|9|7|6|6|0|252.050000|0.000000|592.140000|178.700000|340.090000
69963||||4|0|0|0|0||||0.000000|0.000000
69992|33|33|0|20|11|4|0|0|1319.950000|1319.950000|0.000000|197.160000|0.000000
70041|7|0|8|64|7|2|1|166|325.590000|0.000000|412.570000|70.290000|86.980000
70073||||3|2|0|0|0||||0.000000|0.000000
70109|||||||||||||
70147||||1|0|0|0|0||||0.000000|0.000000
70182|20|0|20|77|15|0|0|5|439.540000|0.000000|439.540000|0.000000|0.000000
70225||||4|0|0|0|0||||0.000000|0.000000
70258|10|0|23|100|99|0|0|0|209.870000|0.000000|559.870000|0.000000|0.000000
70286|18|0|18|3|0|14|0|0|2751.550000|0.000000|2751.550000|2189.540000|0.000000
70341||||17|0|0|0|0||||0.000000|0.000000
70405|17|0|18|34|16|0|0|103|348.980000|0.000000|448.980000|0.000000|0.000000
70459|||||||||||||
70484|||||||||||||
70505|21|0|21|6|0|0|0|0|604.520000|0.000000|604.520000|0.000000|0.000000
70560||||2|0|0|0|0||||0.000000|0.000000
70590||||71|0|0|0|0||||0.000000|0.000000
70613|||||||||||||
70665||||10|0|0|0|0||||0.000000|0.000000
70738|164|0|164|1|21|4|0|0|4824.090000|0.000000|4824.090000|240.690000|0.000000
70762|41|0|43|33|14|9|0|248|512.970000|0.000000|618.200000|143.130000|0.000000
70796||||3|11|0|0|0||||0.000000|0.000000
70821||||7|0|0|0|0||||0.000000|0.000000
70849||||5|0|0|0|0||||0.000000|0.000000
70897|1|0|1|0|0|0|0|0|33.400000|0.000000|33.400000|0.000000|0.000000
70930|||||||||||||
70945|||||||||||||
70982|2|0|3|7|7|0|0|0|3.650000|0.000000|33.650000|0.000000|0.000000
70997|||||||||||||
71024||||41|1|0|0|0||||0.000000|0.000000
71045|18|0|21|7|17|0|0|0|627.860000|0.000000|827.860000|0.000000|0.000000
71083|88|0|88|4|28|0|0|58|3267.420000|0.000000|3267.420000|0.000000|0.000000
71117|||||||||||||
71149|6|0|6|6|0|0|0|0|1057.160000|0.000000|1057.160000|0.000000|0.000000
71186||||0|1|0|0|0||||0.000000|0.000000
71225|80|86|0|64|33|32|5|0|6140.430000|6696.340000|0.000000|1861.850000|471.490000
71243||||3|0|0|0|0||||0.000000|0.000000
71265|||||||||||||
71285||||89|0|0|0|0||||0.000000|0.000000
71306|||||||||||||
